ENTITYA,TYPEA,IDA,DATABASEA,MECHANISM,ENTITYB,TYPEB,IDB,DATABASEB,IDB,data_column
CDK3,protein,Q00526,UNIPROT,phosphorylation,MECOM,protein,Q03112,UNIPROT,Q03112,2020-10-20
CDK2,protein,P24941,UNIPROT,phosphorylation,MECOM,protein,Q03112,UNIPROT,Q03112,2020-10-20
PKN3,protein,Q6P5Z2,UNIPROT,phosphorylation,ARHGAP18,protein,Q8N392,UNIPROT,Q8N392,2020-10-20
PKN3,protein,Q6P5Z2,UNIPROT,phosphorylation,ARHGAP18,protein,Q8N392,UNIPROT,Q8N392,2020-10-20
AURKB,protein,Q96GD4,UNIPROT,phosphorylation,CDCA2,protein,Q69YH5,UNIPROT,Q69YH5,2020-10-23
AURKB,protein,Q96GD4,UNIPROT,phosphorylation,CDCA2,protein,Q69YH5,UNIPROT,Q69YH5,2020-10-23
FGFR3,protein,P22607,UNIPROT,phosphorylation,TET2,protein,Q6N021,UNIPROT,Q6N021,2020-10-23
PAN2,protein,Q504Q3,UNIPROT,deubiquitination,RBBP8,protein,Q99708,UNIPROT,Q99708,2020-10-23
AURKB,protein,Q96GD4,UNIPROT,phosphorylation,CDCA2,protein,Q69YH5,UNIPROT,Q69YH5,2020-10-23
CDCA2,protein,Q69YH5,UNIPROT,binding,PPP1CC,protein,P36873,UNIPROT,P36873,2020-10-23
ATM,protein,Q13315,UNIPROT,phosphorylation,PAN2,protein,Q504Q3,UNIPROT,Q504Q3,2020-10-23
2-hydroxyglutarate,smallmolecule,CHEBI:132941,ChEBI,chemical_inhibition,FOXP3,protein,Q9BZS1,UNIPROT,Q9BZS1,2020-10-26
SRC,protein,P12931,UNIPROT,phosphorylation,DNM2,protein,P50570,UNIPROT,P50570,2020-10-27
MKX,protein,Q8IYA7,UNIPROT,transcriptional_regulation,SOX5,protein,P35711,UNIPROT,P35711,2020-10-28
MKX,protein,Q8IYA7,UNIPROT,transcriptional_regulation,SCX,protein,Q7RTU7,UNIPROT,Q7RTU7,2020-10-28
MKX,protein,Q8IYA7,UNIPROT,transcriptional_regulation,RUNX2,protein,Q13950,UNIPROT,Q13950,2020-10-28
FUS,protein,P35637,UNIPROT,post_transcriptional_regulation,CSDE1,protein,O75534,UNIPROT,O75534,2020-10-30
Non-structural protein 6,protein,P0DTD1-PRO_0000449624,UNIPROT,binding,TBK1,protein,Q9UHD2,UNIPROT,Q9UHD2,2020-10-06
KPNA2,protein,P52292,UNIPROT,relocalization,IRF3,protein,Q14653,UNIPROT,Q14653,2020-10-06
Helicase,protein,P0DTD1-PRO_0000449630,UNIPROT,binding,TBK1,protein,Q9UHD2,UNIPROT,Q9UHD2,2020-10-06
6,protein,P0DTC6,UNIPROT,binding,KPNA2,protein,P52292,UNIPROT,P52292,2020-10-06
Helicase,protein,P0DTD1-PRO_0000449630,UNIPROT,binding,TBK1,protein,Q9UHD2,UNIPROT,Q9UHD2,2020-10-06
CDK2,protein,P24941,UNIPROT,phosphorylation,TOB2,protein,Q14106,UNIPROT,Q14106,2020-09-01
PRKAA1,protein,Q13131,UNIPROT,phosphorylation,CCNY,protein,Q8ND76,UNIPROT,Q8ND76,2020-09-01
CDK4,protein,P11802,UNIPROT,phosphorylation,TOB2,protein,Q14106,UNIPROT,Q14106,2020-09-01
CSNK1E,protein,P49674,UNIPROT,phosphorylation,TRAF3,protein,Q13114,UNIPROT,Q13114,2020-09-01
CDK1,protein,P06493,UNIPROT,phosphorylation,TOB2,protein,Q14106,UNIPROT,Q14106,2020-09-01
CSNK1E,protein,P49674,UNIPROT,phosphorylation,TRAF3,protein,Q13114,UNIPROT,Q13114,2020-09-01
D-threo-isocitrate(3-),smallmolecule,CHEBI:15562,ChEBI,chemical_activation,IDH2,protein,P48735,UNIPROT,P48735,2020-09-01
D-threo-isocitrate(3-),smallmolecule,CHEBI:15562,ChEBI,chemical_activation,IDH1,protein,O75874,UNIPROT,O75874,2020-09-01
PTPN6,protein,P29350,UNIPROT,dephosphorylation,TRAF3,protein,Q13114,UNIPROT,Q13114,2020-09-01
PTPN6,protein,P29350,UNIPROT,dephosphorylation,TRAF3,protein,Q13114,UNIPROT,Q13114,2020-09-01
TBK1,protein,Q9UHD2,UNIPROT,phosphorylation,HTT,protein,P42858,UNIPROT,P42858,2020-09-01
FBXL21P,protein,Q9UKT6,UNIPROT,ubiquitination,TCAP,protein,O15273,UNIPROT,O15273,2020-09-15
DAPK1,protein,P53355,UNIPROT,phosphorylation,PELI1,protein,Q96FA3,UNIPROT,Q96FA3,2020-09-15
TCAP,protein,O15273,UNIPROT,binding,TTN,protein,Q8WZ42,UNIPROT,Q8WZ42,2020-09-15
GSK3B,protein,P49841,UNIPROT,phosphorylation,TCAP,protein,O15273,UNIPROT,O15273,2020-09-15
GSK3B,protein,P49841,UNIPROT,phosphorylation,FBXL21P,protein,Q9UKT6,UNIPROT,Q9UKT6,2020-09-15
CREB1,protein,P16220,UNIPROT,transcriptional_regulation,BDNF,protein,P23560,UNIPROT,P23560,2020-09-15
GSK3B,protein,P49841,UNIPROT,phosphorylation,ERG,protein,P11308,UNIPROT,P11308,2020-09-17
WEE1,protein,P30291,UNIPROT,phosphorylation,ERG,protein,P11308,UNIPROT,P11308,2020-09-17
CAMK2A,protein,Q9UQM7,UNIPROT,phosphorylation,GLO1,protein,Q04760,UNIPROT,Q04760,2020-09-22
GLIS1,protein,Q8NBF1,UNIPROT,transcriptional_regulation,WNT5A,protein,P41221,UNIPROT,P41221,2020-09-24
TFEB,protein,P19484,UNIPROT,transcriptional_regulation,GNS,protein,P15586,UNIPROT,P15586,2020-09-25
TFEB,protein,P19484,UNIPROT,transcriptional_regulation,GOLPH3L,protein,Q9H4A5,UNIPROT,Q9H4A5,2020-09-25
TFEB,protein,P19484,UNIPROT,transcriptional_regulation,HPS3,protein,Q969F9,UNIPROT,Q969F9,2020-09-25
TFEB,protein,P19484,UNIPROT,transcriptional_regulation,HPS4,protein,Q9NQG7,UNIPROT,Q9NQG7,2020-09-25
TFEB,protein,P19484,UNIPROT,transcriptional_regulation,PPP1R15A,protein,O75807,UNIPROT,O75807,2020-09-25
TFEB,protein,P19484,UNIPROT,transcriptional_regulation,FGF21,protein,Q9NSA1,UNIPROT,Q9NSA1,2020-09-25
TFEB,protein,P19484,UNIPROT,transcriptional_regulation,FABP3,protein,P05413,UNIPROT,P05413,2020-09-25
TFEB,protein,P19484,UNIPROT,transcriptional_regulation,IL24,protein,Q13007,UNIPROT,Q13007,2020-09-25
TFEB,protein,P19484,UNIPROT,transcriptional_regulation,IL1B,protein,P01584,UNIPROT,P01584,2020-09-25
PPARG,protein,P37231,UNIPROT,transcriptional_regulation,UCP1,protein,P25874,UNIPROT,P25874,2020-09-29
PPARG,protein,P37231,UNIPROT,transcriptional_regulation,PPARGC1A,protein,Q9UBK2,UNIPROT,Q9UBK2,2020-09-29
NFIA,protein,Q12857,UNIPROT,transcriptional_regulation,MYOG,protein,P15173,UNIPROT,P15173,2020-09-29
NFIA,protein,Q12857,UNIPROT,transcriptional_regulation,MYOD1,protein,P15172,UNIPROT,P15172,2020-09-29
PRKCA,protein,P17252,UNIPROT,phosphorylation,ARHGEF1,protein,Q92888,UNIPROT,Q92888,2020-09-03
CSAG2,protein,Q9Y5P2,UNIPROT,binding,SIRT1,protein,Q96EB6,UNIPROT,Q96EB6,2020-09-03
STK40,protein,Q8N2I9,UNIPROT,binding,CEBPB,protein,P17676,UNIPROT,P17676,2020-09-03
COP1,protein,Q8NHY2,UNIPROT,ubiquitination,CEBPB,protein,P17676,UNIPROT,P17676,2020-09-03
TERB1,protein,Q8NA31,UNIPROT,relocalization,TERF1,protein,P54274,UNIPROT,P54274,2020-09-04
SUN1,protein,O94901,UNIPROT,binding,MAJIN,protein,Q3KP22,UNIPROT,Q3KP22,2020-09-04
SUN1,protein,O94901,UNIPROT,binding,SPDYA,protein,Q5MJ70,UNIPROT,Q5MJ70,2020-09-04
SUN1,protein,O94901,UNIPROT,binding,TERB1,protein,Q8NA31,UNIPROT,Q8NA31,2020-09-04
SPDYA,protein,Q5MJ70,UNIPROT,relocalization,CDK2,protein,P24941,UNIPROT,P24941,2020-09-04
PTEN,protein,P60484,UNIPROT,dephosphorylation,ABI1,protein,Q8IZP0,UNIPROT,Q8IZP0,2020-09-07
PTEN,protein,P60484,UNIPROT,dephosphorylation,ABI1,protein,Q8IZP0,UNIPROT,Q8IZP0,2020-09-07
CHD8,protein,Q9HCK8,UNIPROT,transcriptional_regulation,SOX7,protein,Q9BT81,UNIPROT,Q9BT81,2020-09-08
CHD8,protein,Q9HCK8,UNIPROT,transcriptional_regulation,NEUROG1,protein,Q92886,UNIPROT,Q92886,2020-09-08
CHD8,protein,Q9HCK8,UNIPROT,transcriptional_regulation,NEFM,protein,P07197,UNIPROT,P07197,2020-09-08
CHD8,protein,Q9HCK8,UNIPROT,transcriptional_regulation,SOX3,protein,P41225,UNIPROT,P41225,2020-09-08
CHD8,protein,Q9HCK8,UNIPROT,transcriptional_regulation,SOX2,protein,P48431,UNIPROT,P48431,2020-09-08
CHD8,protein,Q9HCK8,UNIPROT,transcriptional_regulation,NEUROD4,protein,Q9HD90,UNIPROT,Q9HD90,2020-09-08
CHD8,protein,Q9HCK8,UNIPROT,transcriptional_regulation,DCX,protein,O43602,UNIPROT,O43602,2020-09-08
CHD8,protein,Q9HCK8,UNIPROT,transcriptional_regulation,SOX11,protein,P35716,UNIPROT,P35716,2020-09-08
CHD8,protein,Q9HCK8,UNIPROT,transcriptional_regulation,ASCL1,protein,P50553,UNIPROT,P50553,2020-09-08
CHD8,protein,Q9HCK8,UNIPROT,transcriptional_regulation,MAP2,protein,P11137,UNIPROT,P11137,2020-09-08
SLC46A1,protein,Q96NT5,UNIPROT,relocalization,heme,smallmolecule,CHEBI:30413,ChEBI,CHEBI:30413,2020-09-01
SH2B1,protein,Q9NRF2,UNIPROT,dephosphorylation,SYK,protein,P43405,UNIPROT,P43405,2020-01-01
SH2B1,protein,Q9NRF2,UNIPROT,dephosphorylation,CD79A,protein,P11912,UNIPROT,P11912,2020-01-01
CD22,protein,P20273,UNIPROT,binding,SH2B1,protein,Q9NRF2,UNIPROT,Q9NRF2,2020-01-01
DOK3,protein,Q7L591,UNIPROT,binding,GRB2,protein,P62993,UNIPROT,P62993,2020-01-01
GRB2,protein,P62993,UNIPROT,binding,INPP5D,protein,Q92835,UNIPROT,Q92835,2020-01-01
SH2B1,protein,Q9NRF2,UNIPROT,dephosphorylation,BLNK,protein,Q8WV28,UNIPROT,Q8WV28,2020-01-01
LYN,protein,P07948,UNIPROT,phosphorylation,DOK3,protein,Q7L591,UNIPROT,Q7L591,2020-01-01
LYN,protein,P07948,UNIPROT,phosphorylation,CD22,protein,P20273,UNIPROT,P20273,2020-01-01
INPP5D,protein,Q92835,UNIPROT,dephosphorylation,PLCG2,protein,P16885,UNIPROT,P16885,2020-01-01
SH2B1,protein,Q9NRF2,UNIPROT,dephosphorylation,CD79B,protein,P40259,UNIPROT,P40259,2020-01-01
INPP5D,protein,Q92835,UNIPROT,dephosphorylation,SYK,protein,P43405,UNIPROT,P43405,2020-01-01
NADP(3-),smallmolecule,CHEBI:58349,ChEBI,precursor_of,NADPH(4-),smallmolecule,CHEBI:57783,ChEBI,CHEBI:57783,2021-01-01
PGD,protein,P52209,UNIPROT,chemical_modification,6-phospho-D-gluconate,smallmolecule,CHEBI:16863,ChEBI,CHEBI:16863,2021-01-01
RPEL1,protein,Q2QD12,UNIPROT,chemical_modification,D-ribulose 5-phosphate,smallmolecule,CHEBI:17363,ChEBI,CHEBI:17363,2021-01-01
RPE,protein,Q96AT9,UNIPROT,chemical_modification,D-xylulose 5-phosphate(2-),smallmolecule,CHEBI:57737,ChEBI,CHEBI:57737,2021-01-01
RPIA,protein,P49247,UNIPROT,chemical_modification,D-ribulose 5-phosphate,smallmolecule,CHEBI:17363,ChEBI,CHEBI:17363,2021-01-01
D-ribulose 5-phosphate,smallmolecule,CHEBI:17363,ChEBI,precursor_of,D-xylulose 5-phosphate(2-),smallmolecule,CHEBI:57737,ChEBI,CHEBI:57737,2021-01-01
RPE,protein,Q96AT9,UNIPROT,chemical_modification,D-ribulose 5-phosphate,smallmolecule,CHEBI:17363,ChEBI,CHEBI:17363,2021-01-01
6-phospho-D-gluconate,smallmolecule,CHEBI:16863,ChEBI,precursor_of,D-ribulose 5-phosphate,smallmolecule,CHEBI:17363,ChEBI,CHEBI:17363,2021-01-01
PGD,protein,P52209,UNIPROT,chemical_modification,NADP(3-),smallmolecule,CHEBI:58349,ChEBI,CHEBI:58349,2021-01-01
RPIA,protein,P49247,UNIPROT,chemical_modification,D-ribofuranose 5-phosphate(2-),smallmolecule,CHEBI:78346,ChEBI,CHEBI:78346,2021-01-01
PGD,protein,P52209,UNIPROT,chemical_modification,D-ribulose 5-phosphate,smallmolecule,CHEBI:17363,ChEBI,CHEBI:17363,2021-01-01
D-ribulose 5-phosphate,smallmolecule,CHEBI:17363,ChEBI,precursor_of,D-xylulose 5-phosphate(2-),smallmolecule,CHEBI:57737,ChEBI,CHEBI:57737,2021-01-01
D-ribulose 5-phosphate,smallmolecule,CHEBI:17363,ChEBI,precursor_of,D-ribofuranose 5-phosphate(2-),smallmolecule,CHEBI:78346,ChEBI,CHEBI:78346,2021-01-01
RPEL1,protein,Q2QD12,UNIPROT,chemical_modification,D-xylulose 5-phosphate(2-),smallmolecule,CHEBI:57737,ChEBI,CHEBI:57737,2021-01-01
SRC,protein,P12931,UNIPROT,phosphorylation,G6PD,protein,P11413,UNIPROT,P11413,2021-04-01
PIM2,protein,Q9P1W9,UNIPROT,phosphorylation,PFKFB3,protein,Q16875,UNIPROT,Q16875,2021-04-01
TBK1,protein,Q9UHD2,UNIPROT,phosphorylation,DDAH2,protein,O95865,UNIPROT,O95865,2021-04-13
TBK1,protein,Q9UHD2,UNIPROT,phosphorylation,DDAH2,protein,O95865,UNIPROT,O95865,2021-04-13
TBK1,protein,Q9UHD2,UNIPROT,phosphorylation,DDAH2,protein,O95865,UNIPROT,O95865,2021-04-13
TBK1,protein,Q9UHD2,UNIPROT,phosphorylation,DDAH2,protein,O95865,UNIPROT,O95865,2021-04-13
ATF2,protein,P15336,UNIPROT,transcriptional_regulation,SIRT4,protein,Q9Y6E7,UNIPROT,Q9Y6E7,2021-04-15
BTRC,protein,Q9Y297,UNIPROT,ubiquitination,ATF2,protein,P15336,UNIPROT,P15336,2021-04-15
FAD,smallmolecule,CHEBI:16238,ChEBI,precursor_of,FADH2,smallmolecule,CHEBI:17877,ChEBI,CHEBI:17877,2021-04-15
ARIH1,protein,Q9Y4X5,UNIPROT,polyubiquitination,CD274,protein,Q9NZQ7,UNIPROT,Q9NZQ7,2021-04-20
GSK3A,protein,P49840,UNIPROT,phosphorylation,CD274,protein,Q9NZQ7,UNIPROT,Q9NZQ7,2021-04-20
DUSP12,protein,Q9UNI6,UNIPROT,dephosphorylation,MAP3K5,protein,Q99683,UNIPROT,Q99683,2021-04-03
LYST,protein,Q99698,UNIPROT,binding,RAB5C,protein,P51148,UNIPROT,P51148,2021-04-05
LYST,protein,Q99698,UNIPROT,binding,RAB5B,protein,P61020,UNIPROT,P61020,2021-04-05
LYST,protein,Q99698,UNIPROT,binding,RAB5A,protein,P20339,UNIPROT,P20339,2021-04-05
DIP2A,protein,Q14689,UNIPROT,binding,ABL2,protein,P42684,UNIPROT,P42684,2021-04-07
PGM1,protein,P36871,UNIPROT,chemical_modification,alpha-D-glucose 6-phosphate(2-),smallmolecule,CHEBI:58225,ChEBI,CHEBI:58225,2021-04-01
alpha-D-glucose 6-phosphate(2-),smallmolecule,CHEBI:58225,ChEBI,precursor_of,alpha-D-glucose 1-phosphate(2-),smallmolecule,CHEBI:58601,ChEBI,CHEBI:58601,2021-04-01
PGM2,protein,Q96G03,UNIPROT,chemical_modification,alpha-D-glucose 1-phosphate(2-),smallmolecule,CHEBI:58601,ChEBI,CHEBI:58601,2021-04-01
PGM1,protein,P36871,UNIPROT,chemical_modification,alpha-D-glucose 1-phosphate(2-),smallmolecule,CHEBI:58601,ChEBI,CHEBI:58601,2021-04-01
PGM1,protein,P36871,UNIPROT,chemical_modification,alpha-D-glucose 6-phosphate(2-),smallmolecule,CHEBI:58225,ChEBI,CHEBI:58225,2021-04-01
alpha-D-glucose 1-phosphate(2-),smallmolecule,CHEBI:58601,ChEBI,precursor_of,alpha-D-glucose 6-phosphate(2-),smallmolecule,CHEBI:58225,ChEBI,CHEBI:58225,2021-04-01
PGM1,protein,P36871,UNIPROT,chemical_modification,alpha-D-glucose 1-phosphate(2-),smallmolecule,CHEBI:58601,ChEBI,CHEBI:58601,2021-04-01
PGM2,protein,Q96G03,UNIPROT,chemical_modification,alpha-D-glucose 1-phosphate(2-),smallmolecule,CHEBI:58601,ChEBI,CHEBI:58601,2021-04-01
PGM2,protein,Q96G03,UNIPROT,chemical_modification,alpha-D-glucose 6-phosphate(2-),smallmolecule,CHEBI:58225,ChEBI,CHEBI:58225,2021-04-01
PGM2,protein,Q96G03,UNIPROT,chemical_modification,alpha-D-glucose 6-phosphate(2-),smallmolecule,CHEBI:58225,ChEBI,CHEBI:58225,2021-04-01
GSK3B,protein,P49841,UNIPROT,phosphorylation,SRC,protein,P12931,UNIPROT,P12931,2021-04-01
GSK3B,protein,P49841,UNIPROT,phosphorylation,SRC,protein,P12931,UNIPROT,P12931,2021-04-01
PIM1,protein,P11309,UNIPROT,phosphorylation,EPAS1,protein,Q99814,UNIPROT,Q99814,2021-08-01
PIM1,protein,P11309,UNIPROT,phosphorylation,HIF1A,protein,Q16665,UNIPROT,Q16665,2021-08-01
STK11,protein,Q15831,UNIPROT,phosphorylation,SIRT1,protein,Q96EB6,UNIPROT,Q96EB6,2021-08-01
STK11,protein,Q15831,UNIPROT,phosphorylation,SIRT1,protein,Q96EB6,UNIPROT,Q96EB6,2021-08-01
PTPN11,protein,Q06124,UNIPROT,dephosphorylation,ITK,protein,Q08881,UNIPROT,Q08881,2021-08-01
STK11,protein,Q15831,UNIPROT,phosphorylation,SIRT1,protein,Q96EB6,UNIPROT,Q96EB6,2021-08-01
WWP1,protein,Q9H0M0,UNIPROT,ubiquitination,AMOTL2,protein,Q9Y2J4,UNIPROT,Q9Y2J4,2021-08-17
AMOTL2,protein,Q9Y2J4,UNIPROT,relocalization,LATS2,protein,Q9NRM7,UNIPROT,Q9NRM7,2021-08-17
WWP1,protein,Q9H0M0,UNIPROT,ubiquitination,AMOTL2,protein,Q9Y2J4,UNIPROT,Q9Y2J4,2021-08-17
PTPRB,protein,P23467,UNIPROT,dephosphorylation,TEK,protein,Q02763,UNIPROT,Q02763,2021-08-20
KAT2A,protein,Q92830,UNIPROT,acetylation,H3-5,protein,Q6NXT2,UNIPROT,Q6NXT2,2021-12-01
KAT2B,protein,Q92831,UNIPROT,acetylation,H3-4,protein,Q16695,UNIPROT,Q16695,2021-12-01
PRKCZ,protein,Q05513,UNIPROT,phosphorylation,VIM,protein,P08670,UNIPROT,P08670,2021-12-01
KAT2B,protein,Q92831,UNIPROT,acetylation,H3-3A,protein,P84243,UNIPROT,P84243,2021-12-01
PRKCI,protein,P41743,UNIPROT,phosphorylation,VIM,protein,P08670,UNIPROT,P08670,2021-12-01
KAT2A,protein,Q92830,UNIPROT,acetylation,H3C1,protein,P68431,UNIPROT,P68431,2021-12-01
KAT2A,protein,Q92830,UNIPROT,acetylation,H3-3A,protein,P84243,UNIPROT,P84243,2021-12-01
KAT2A,protein,Q92830,UNIPROT,acetylation,H3-4,protein,Q16695,UNIPROT,Q16695,2021-12-01
KAT2A,protein,Q92830,UNIPROT,acetylation,H3-3A,protein,P84243,UNIPROT,P84243,2021-12-01
KAT2B,protein,Q92831,UNIPROT,acetylation,H3Y2,protein,P0DPK5,UNIPROT,P0DPK5,2021-12-01
KAT2B,protein,Q92831,UNIPROT,acetylation,H3-2,protein,Q5TEC6,UNIPROT,Q5TEC6,2021-12-01
KAT2B,protein,Q92831,UNIPROT,acetylation,H3-5,protein,Q6NXT2,UNIPROT,Q6NXT2,2021-12-01
KAT2B,protein,Q92831,UNIPROT,acetylation,H3C15,protein,Q71DI3,UNIPROT,Q71DI3,2021-12-01
KAT2B,protein,Q92831,UNIPROT,acetylation,H3-2,protein,Q5TEC6,UNIPROT,Q5TEC6,2021-12-01
KAT2A,protein,Q92830,UNIPROT,acetylation,H3C15,protein,Q71DI3,UNIPROT,Q71DI3,2021-12-01
KAT2B,protein,Q92831,UNIPROT,acetylation,H3C1,protein,P68431,UNIPROT,P68431,2021-12-01
KAT2A,protein,Q92830,UNIPROT,acetylation,H3C1,protein,P68431,UNIPROT,P68431,2021-12-01
KAT2A,protein,Q92830,UNIPROT,acetylation,H3-2,protein,Q5TEC6,UNIPROT,Q5TEC6,2021-12-01
KIRREL3,protein,Q8IZU9,UNIPROT,binding,CASK,protein,O14936,UNIPROT,O14936,2021-12-01
KAT2A,protein,Q92830,UNIPROT,acetylation,H3Y2,protein,P0DPK5,UNIPROT,P0DPK5,2021-12-01
KAT2A,protein,Q92830,UNIPROT,acetylation,H3C15,protein,Q71DI3,UNIPROT,Q71DI3,2021-12-01
KAT2A,protein,Q92830,UNIPROT,acetylation,H3Y1,protein,P0DPK2,UNIPROT,P0DPK2,2021-12-01
KAT2B,protein,Q92831,UNIPROT,acetylation,H3-4,protein,Q16695,UNIPROT,Q16695,2021-12-01
KAT2A,protein,Q92830,UNIPROT,acetylation,H3-5,protein,Q6NXT2,UNIPROT,Q6NXT2,2021-12-01
KAT2B,protein,Q92831,UNIPROT,acetylation,H3-5,protein,Q6NXT2,UNIPROT,Q6NXT2,2021-12-01
KAT2B,protein,Q92831,UNIPROT,acetylation,H3-3A,protein,P84243,UNIPROT,P84243,2021-12-01
KAT2B,protein,Q92831,UNIPROT,acetylation,H3C1,protein,P68431,UNIPROT,P68431,2021-12-01
KAT2B,protein,Q92831,UNIPROT,acetylation,H3Y1,protein,P0DPK2,UNIPROT,P0DPK2,2021-12-01
KAT2B,protein,Q92831,UNIPROT,acetylation,H3C15,protein,Q71DI3,UNIPROT,Q71DI3,2021-12-01
KAT2A,protein,Q92830,UNIPROT,acetylation,H3-4,protein,Q16695,UNIPROT,Q16695,2021-12-01
KAT2A,protein,Q92830,UNIPROT,acetylation,H3-2,protein,Q5TEC6,UNIPROT,Q5TEC6,2021-12-01
DDX5,protein,P17844,UNIPROT,post_transcriptional_regulation,mir-10b,mirna,URS00004CAC40_9606,RNAcentral,URS00004CAC40_9606,2021-12-21
PAK5,protein,Q9P286,UNIPROT,phosphorylation,DDX5,protein,P17844,UNIPROT,P17844,2021-12-21
ABL1,protein,P00519,UNIPROT,phosphorylation,ZNF746,protein,Q6NUN9,UNIPROT,Q6NUN9,2021-12-31
DLG1,protein,Q12959,UNIPROT,phosphorylation,ZAP70,protein,P43403,UNIPROT,P43403,2021-12-07
ATIC,protein,P31939,UNIPROT,chemical_modification,IMP,smallmolecule,CHEBI:17202,ChEBI,CHEBI:17202,2021-02-01
5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-),smallmolecule,CHEBI:58467,ChEBI,precursor_of,IMP,smallmolecule,CHEBI:17202,ChEBI,CHEBI:17202,2021-02-01
PFAS,protein,O15067,UNIPROT,chemical_modification,L-glutamine zwitterion,smallmolecule,CHEBI:58359,ChEBI,CHEBI:58359,2021-02-01
ATIC,protein,P31939,UNIPROT,chemical_modification,"(6S)-5,6,7,8-tetrahydrofolate(2-)",smallmolecule,CHEBI:57453,ChEBI,CHEBI:57453,2021-02-01
PFAS,protein,O15067,UNIPROT,chemical_modification,N(2)-formyl-N(1)-(5-phospho-beta-D-ribosyl)glycinamide(2-),smallmolecule,CHEBI:147286,ChEBI,CHEBI:147286,2021-02-01
N(2)-formyl-N(1)-(5-phospho-beta-D-ribosyl)glycinamide(2-),smallmolecule,CHEBI:147286,ChEBI,precursor_of,2-formamido-N(1)-(5-O-phosphonato-beta-D-ribosyl)acetamidine,smallmolecule,CHEBI:147287,ChEBI,CHEBI:147287,2021-02-01
ATIC,protein,P31939,UNIPROT,chemical_modification,10-formyltetrahydrofolate(2-),smallmolecule,CHEBI:57454,ChEBI,CHEBI:57454,2021-02-01
PFAS,protein,O15067,UNIPROT,chemical_modification,2-formamido-N(1)-(5-O-phosphonato-beta-D-ribosyl)acetamidine,smallmolecule,CHEBI:147287,ChEBI,CHEBI:147287,2021-02-01
PAICS,protein,P22234,UNIPROT,chemical_modification,L-aspartate(1-),smallmolecule,CHEBI:29991,ChEBI,CHEBI:29991,2021-02-01
PAICS,protein,P22234,UNIPROT,chemical_modification,SAICAR(4-),smallmolecule,CHEBI:58443,ChEBI,CHEBI:58443,2021-02-01
ATIC,protein,P31939,UNIPROT,chemical_modification,5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-),smallmolecule,CHEBI:58467,ChEBI,CHEBI:58467,2021-02-01
GART,protein,P22102,UNIPROT,chemical_modification,5-amino-1-(5-phosphonato-beta-D-ribosyl)imidazol-3-ium,smallmolecule,CHEBI:137981,ChEBI,CHEBI:137981,2021-02-01
GART,protein,P22102,UNIPROT,chemical_modification,N(2)-formyl-N(1)-(5-phospho-beta-D-ribosyl)glycinamide(2-),smallmolecule,CHEBI:147286,ChEBI,CHEBI:147286,2021-02-01
N(1)-(5-phospho-beta-D-ribosyl)glycinamide(1-),smallmolecule,CHEBI:143788,ChEBI,precursor_of,N(2)-formyl-N(1)-(5-phospho-beta-D-ribosyl)glycinamide(2-),smallmolecule,CHEBI:147286,ChEBI,CHEBI:147286,2021-02-01
L-aspartate(1-),smallmolecule,CHEBI:29991,ChEBI,precursor_of,SAICAR(4-),smallmolecule,CHEBI:58443,ChEBI,CHEBI:58443,2021-02-01
5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-),smallmolecule,CHEBI:58475,ChEBI,precursor_of,"(6S)-5,6,7,8-tetrahydrofolate(2-)",smallmolecule,CHEBI:57453,ChEBI,CHEBI:57453,2021-02-01
5-amino-1-(5-phosphonato-beta-D-ribosyl)imidazol-3-ium,smallmolecule,CHEBI:137981,ChEBI,precursor_of,5-amino-1-(5-phosphonato-D-ribosyl)imidazolium-4-carboxylate(2-),smallmolecule,CHEBI:77657,ChEBI,CHEBI:77657,2021-02-01
PAICS,protein,P22234,UNIPROT,chemical_modification,5-amino-1-(5-phosphonato-beta-D-ribosyl)imidazol-3-ium,smallmolecule,CHEBI:137981,ChEBI,CHEBI:137981,2021-02-01
2-formamido-N(1)-(5-O-phosphonato-beta-D-ribosyl)acetamidine,smallmolecule,CHEBI:147287,ChEBI,precursor_of,5-amino-1-(5-phosphonato-beta-D-ribosyl)imidazol-3-ium,smallmolecule,CHEBI:137981,ChEBI,CHEBI:137981,2021-02-01
PAICS,protein,P22234,UNIPROT,chemical_modification,5-amino-1-(5-phosphonato-D-ribosyl)imidazolium-4-carboxylate(2-),smallmolecule,CHEBI:77657,ChEBI,CHEBI:77657,2021-02-01
N(1)-(5-phospho-beta-D-ribosyl)glycinamide(1-),smallmolecule,CHEBI:143788,ChEBI,precursor_of,"(6S)-5,6,7,8-tetrahydrofolate(2-)",smallmolecule,CHEBI:57453,ChEBI,CHEBI:57453,2021-02-01
10-formyltetrahydrofolate(2-),smallmolecule,CHEBI:57454,ChEBI,precursor_of,5-formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide(2-),smallmolecule,CHEBI:58467,ChEBI,CHEBI:58467,2021-02-01
PFAS,protein,O15067,UNIPROT,chemical_modification,glutamic acid,smallmolecule,CHEBI:18237,ChEBI,CHEBI:18237,2021-02-01
